[project, merge commit, file, approach, timeStamp]
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/replication/thrift/RemoteReplicationException,InsertionLevelInitializationBlockHandler,1,512 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/master/thrift/MasterClientService,InsertionLevelInitializationBlockHandler,2,699 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/master/thrift/DeadServer,InsertionLevelInitializationBlockHandler,1,545 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/NamespaceNotEmptyException,InsertionLevelInitializationBlockHandler,1,491 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/file/rfile/RFileMetricsTest,InsertionLevelInitializationBlockHandler,1,510 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/client/impl/thrift/TDiskUsage,InsertionLevelInitializationBlockHandler,1,532 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/NoMoreEntriesException,InsertionLevelInitializationBlockHandler,1,462 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/examples/simple/mapreduce/TeraSortIngest,InsertionLevelInitializationBlockHandler,1,500 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/test/functional/RestartIT,InsertionLevelInitializationBlockHandler,1,451 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/Condition,InsertionLevelInitializationBlockHandler,1,575 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/client/impl/ThriftScanner,InsertionLevelInitializationBlockHandler,1,567 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/Column,InsertionLevelInitializationBlockHandler,1,548 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/master/thrift/BulkImportStatus,InsertionLevelInitializationBlockHandler,1,524 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/UnknownWriter,InsertionLevelInitializationBlockHandler,1,658 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/BatchScanOptions,InsertionLevelInitializationBlockHandler,1,679 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/tserver/NativeMap,InsertionLevelInitializationBlockHandler,1,526 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/Range,InsertionLevelInitializationBlockHandler,1,581 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/security/thrift/TAuthenticationKey,InsertionLevelInitializationBlockHandler,1,562 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/tabletserver/thrift/ActiveScan,InsertionLevelInitializationBlockHandler,1,692 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/gc/GarbageCollectWriteAheadLogsTest,InsertionLevelInitializationBlockHandler,1,514 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/server/ServerConstants,InsertionLevelInitializationBlockHandler,1,808 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/replication/thrift/KeyValues,InsertionLevelInitializationBlockHandler,1,537 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/client/impl/thrift/ClientService,InsertionLevelInitializationBlockHandler,2,935 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/test/functional/RestartStressIT,InsertionLevelInitializationBlockHandler,1,427 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/test/randomwalk/bulk/BulkPlusOne,InsertionLevelInitializationBlockHandler,1,446 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/tracer/thrift/Annotation,InsertionLevelInitializationBlockHandler,1,476 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/tabletserver/thrift/IteratorConfig,InsertionLevelInitializationBlockHandler,1,468 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/ConditionalUpdates,InsertionLevelInitializationBlockHandler,1,537 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/replication/thrift/ReplicationCoordinatorException,InsertionLevelInitializationBlockHandler,1,515 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/start/classloader/AccumuloClassLoader,InsertionLevelInitializationBlockHandler,1,456 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/server/cli/ClientOnRequiredTable,InsertionLevelInitializationBlockHandler,1,397 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/server/cli/ClientOpts,InsertionLevelInitializationBlockHandler,1,385 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/master/thrift/Compacting,InsertionLevelInitializationBlockHandler,1,458 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/TableNotFoundException,InsertionLevelInitializationBlockHandler,1,467 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/file/blockfile/cache/ClassSize,InsertionLevelInitializationBlockHandler,1,418 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/CompactionStrategyConfig,InsertionLevelInitializationBlockHandler,1,532 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/TKeyValue,InsertionLevelInitializationBlockHandler,1,520 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/TRange,InsertionLevelInitializationBlockHandler,1,612 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/TKeyExtent,InsertionLevelInitializationBlockHandler,1,556 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/IterInfo,InsertionLevelInitializationBlockHandler,1,544 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/TConditionalSession,InsertionLevelInitializationBlockHandler,1,509 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/ScanOptions,InsertionLevelInitializationBlockHandler,1,582 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/ActiveScan,InsertionLevelInitializationBlockHandler,1,674 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/KeyExtent,InsertionLevelInitializationBlockHandler,1,537 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/ConditionalWriterOptions,InsertionLevelInitializationBlockHandler,1,628 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/TConditionalMutation,InsertionLevelInitializationBlockHandler,1,535 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/tracer/thrift/TestService,InsertionLevelInitializationBlockHandler,1,625 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/tabletserver/thrift/ActionStats,InsertionLevelInitializationBlockHandler,1,586 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/master/thrift/RecoveryStatus,InsertionLevelInitializationBlockHandler,1,495 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/security/thrift/TAuthenticationTokenIdentifier,InsertionLevelInitializationBlockHandler,1,550 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/gc/thrift/GCMonitorService,InsertionLevelInitializationBlockHandler,1,629 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/server/constraints/MetadataConstraints,InsertionLevelInitializationBlockHandler,1,492 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/ColumnUpdate,InsertionLevelInitializationBlockHandler,1,629 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/ActiveCompaction,InsertionLevelInitializationBlockHandler,1,627 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/NamespaceExistsException,InsertionLevelInitializationBlockHandler,1,515 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/tracer/thrift/RemoteSpan,InsertionLevelInitializationBlockHandler,1,652 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/InitialScan,InsertionLevelInitializationBlockHandler,1,526 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/cli/ClientOpts,InsertionLevelInitializationBlockHandler,1,453 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/tracer/thrift/SpanReceiver,InsertionLevelInitializationBlockHandler,1,548 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/client/impl/thrift/ThriftTableOperationException,InsertionLevelInitializationBlockHandler,1,552 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/tabletserver/thrift/TabletClientService,InsertionLevelInitializationBlockHandler,3,314 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/server/master/balancer/BaseHostRegexTableLoadBalancerTest,InsertionLevelInitializationBlockHandler,1,494 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/test/HardListIterator,InsertionLevelInitializationBlockHandler,1,410 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/ScanResult,InsertionLevelInitializationBlockHandler,1,519 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/tabletserver/thrift/TSamplerConfiguration,InsertionLevelInitializationBlockHandler,1,499 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/client/impl/ConditionalWriterImpl,InsertionLevelInitializationBlockHandler,1,649 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/server/conf/TableConfWatcher,InsertionLevelInitializationBlockHandler,1,443 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/client/rfile/RFileScanner,InsertionLevelInitializationBlockHandler,1,439 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/gc/thrift/GcCycleStats,InsertionLevelInitializationBlockHandler,1,570 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/security/thrift/TCredentials,InsertionLevelInitializationBlockHandler,1,564 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/master/thrift/TableInfo,InsertionLevelInitializationBlockHandler,1,714 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/start/classloader/vfs/AccumuloReloadingVFSClassLoader,InsertionLevelInitializationBlockHandler,1,554 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/DiskUsage,InsertionLevelInitializationBlockHandler,1,724 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/TColumn,InsertionLevelInitializationBlockHandler,1,755 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/InitialMultiScan,InsertionLevelInitializationBlockHandler,1,584 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/TConstraintViolationSummary,InsertionLevelInitializationBlockHandler,1,645 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/TCMResult,InsertionLevelInitializationBlockHandler,1,541 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/master/thrift/TabletSplit,InsertionLevelInitializationBlockHandler,1,532 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/tserver/TabletServer,InsertionLevelInitializationBlockHandler,1,981 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/security/thrift/TDelegationToken,InsertionLevelInitializationBlockHandler,1,604 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/WriterOptions,InsertionLevelInitializationBlockHandler,1,567 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/client/impl/thrift/ThriftTest,InsertionLevelInitializationBlockHandler,1,773 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/MultiScanResult,InsertionLevelInitializationBlockHandler,1,676 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/AccumuloProxy,InsertionLevelInitializationBlockHandler,5,972 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/ScanColumn,InsertionLevelInitializationBlockHandler,1,594 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/data/thrift/TKey,InsertionLevelInitializationBlockHandler,1,741 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/core/conf/DefaultConfiguration,InsertionLevelInitializationBlockHandler,1,328 ms
accumulo,be2b3020bdceeee936c6a4f499ea4590d114be5f,C:/UFPE/miningframework/SOOTAnalysisOutput/accumulo/be2b3020bdceeee936c6a4f499ea4590d114be5f/org/apache/accumulo/proxy/thrift/Key,InsertionLevelInitializationBlockHandler,1,596 ms
