[#, project, merge commit, file, approach, timeStamp]
1;beam;25d14a7f12a3388cc3a437a10096c804a6e14c1e;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/25d14a7f12a3388cc3a437a10096c804a6e14c1e/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;7,917
2;beam;25d14a7f12a3388cc3a437a10096c804a6e14c1e;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/25d14a7f12a3388cc3a437a10096c804a6e14c1e/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;6,188
3;beam;25d14a7f12a3388cc3a437a10096c804a6e14c1e;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/25d14a7f12a3388cc3a437a10096c804a6e14c1e/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;6,391
4;beam;25d14a7f12a3388cc3a437a10096c804a6e14c1e;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/25d14a7f12a3388cc3a437a10096c804a6e14c1e/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;14,67
5;beam;25d14a7f12a3388cc3a437a10096c804a6e14c1e;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/25d14a7f12a3388cc3a437a10096c804a6e14c1e/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;31,303
1;beam;3e472e2711da82b3a7fa88715d403bb9d42180b3;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/3e472e2711da82b3a7fa88715d403bb9d42180b3/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;5,91
2;beam;3e472e2711da82b3a7fa88715d403bb9d42180b3;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/3e472e2711da82b3a7fa88715d403bb9d42180b3/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;5,872
3;beam;3e472e2711da82b3a7fa88715d403bb9d42180b3;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/3e472e2711da82b3a7fa88715d403bb9d42180b3/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;5,874
4;beam;3e472e2711da82b3a7fa88715d403bb9d42180b3;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/3e472e2711da82b3a7fa88715d403bb9d42180b3/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;6,028
5;beam;3e472e2711da82b3a7fa88715d403bb9d42180b3;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/3e472e2711da82b3a7fa88715d403bb9d42180b3/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;5,808
1;beam;88365f69a06dc076620df62f38b959baafbdb3a4;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/88365f69a06dc076620df62f38b959baafbdb3a4/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;1,027
2;beam;88365f69a06dc076620df62f38b959baafbdb3a4;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/88365f69a06dc076620df62f38b959baafbdb3a4/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;1,015
3;beam;88365f69a06dc076620df62f38b959baafbdb3a4;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/88365f69a06dc076620df62f38b959baafbdb3a4/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;0,951
4;beam;88365f69a06dc076620df62f38b959baafbdb3a4;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/88365f69a06dc076620df62f38b959baafbdb3a4/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;0,958
5;beam;88365f69a06dc076620df62f38b959baafbdb3a4;C:/UFPE/miningframework/SOOTAnalysisOutput/beam/88365f69a06dc076620df62f38b959baafbdb3a4/org/apache/beam/runners/dataflow/DataflowRunner;InsertionLevelInitializationBlockHandler;0,97
