project; merge commit ;ancestorSHA; left; right; pathFilesWithIniTBlock;  qtd_static
netty;4f9b6c5badfb4a878a283440479b385f7260067f;ea5b294ce0e2a8741060ce5eb6091817fbd76e46;4e43041c95;9a90b947db;codec-http/src/main/java/io/netty/handler/codec/spdy/SpdySessionHandler.java;1
netty;4f9b6c5badfb4a878a283440479b385f7260067f;ea5b294ce0e2a8741060ce5eb6091817fbd76e46;4e43041c95;9a90b947db;common/src/main/java/io/netty/util/NetworkConstants.java;1
netty;4f9b6c5badfb4a878a283440479b385f7260067f;ea5b294ce0e2a8741060ce5eb6091817fbd76e46;4e43041c95;9a90b947db;common/src/main/java/io/netty/util/internal/StringUtil.java;1
netty;4f9b6c5badfb4a878a283440479b385f7260067f;ea5b294ce0e2a8741060ce5eb6091817fbd76e46;4e43041c95;9a90b947db;codec-http/src/main/java/io/netty/handler/codec/http/DefaultCookie.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;transport/src/main/java/io/netty/channel/socket/nio/SelectorUtil.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;transport-http/src/test/java/io/netty/channel/socket/http/HttpTunnelSoakTester.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;example/src/main/java/io/netty/example/http/upload/HttpUploadServerHandler.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;codec-http/src/test/java/io/netty/handler/codec/spdy/AbstractSocketSpdyEchoTest.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;transport-sctp/src/test/java/io/netty/testsuite/transport/AbstractSocketServerBootstrapTest.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;testsuite/src/test/java/io/netty/testsuite/transport/socket/AbstractSocketSslEchoTest.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;testsuite/src/test/java/io/netty/testsuite/transport/socket/AbstractSocketServerBootstrapTest.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;transport-sctp/src/test/java/io/netty/testsuite/transport/sctp/SctpMultiHomingEchoTest.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;transport-sctp/src/test/java/io/netty/testsuite/transport/AbstractSocketSslEchoTest.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;common/src/main/java/io/netty/util/internal/DetectionUtil.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;codec-http/src/test/java/io/netty/handler/codec/spdy/SpdySessionHandlerTest.java;1
netty;ef4ee498006384016717c30bce43116d7f65e9de;d66cf2cbfa604048543594a7ab96bb78d1607186;6d39c342b6;326b88c430;transport/src/main/java/io/netty/channel/socket/nio/NioProviderMetadata.java;1
netty;373c3560674bc8d2a84d4d4f727e276836752b55;fd0b0a4e2be5ccaeff5ea0a6c1c995c114f09a10;4eac8f6b70;76c841bd4e;transport-sctp/src/test/java/io/netty/testsuite/transport/AbstractSocketEchoTest.java;1
netty;373c3560674bc8d2a84d4d4f727e276836752b55;fd0b0a4e2be5ccaeff5ea0a6c1c995c114f09a10;4eac8f6b70;76c841bd4e;transport-sctp/src/test/java/io/netty/testsuite/transport/AbstractSocketObjectStreamEchoTest.java;1
netty;373c3560674bc8d2a84d4d4f727e276836752b55;fd0b0a4e2be5ccaeff5ea0a6c1c995c114f09a10;4eac8f6b70;76c841bd4e;transport-sctp/src/test/java/io/netty/testsuite/transport/AbstractSocketSslEchoTest.java;1
netty;373c3560674bc8d2a84d4d4f727e276836752b55;fd0b0a4e2be5ccaeff5ea0a6c1c995c114f09a10;4eac8f6b70;76c841bd4e;transport-sctp/src/test/java/io/netty/testsuite/transport/sctp/SctpMultiStreamingEchoTest.java;1
netty;373c3560674bc8d2a84d4d4f727e276836752b55;fd0b0a4e2be5ccaeff5ea0a6c1c995c114f09a10;4eac8f6b70;76c841bd4e;transport-sctp/src/test/java/io/netty/testsuite/transport/AbstractSocketCompatibleObjectStreamEchoTest.java;1
netty;373c3560674bc8d2a84d4d4f727e276836752b55;fd0b0a4e2be5ccaeff5ea0a6c1c995c114f09a10;4eac8f6b70;76c841bd4e;transport-sctp/src/test/java/io/netty/testsuite/transport/sctp/SctpMultiHomingEchoTest.java;1
netty;373c3560674bc8d2a84d4d4f727e276836752b55;fd0b0a4e2be5ccaeff5ea0a6c1c995c114f09a10;4eac8f6b70;76c841bd4e;transport-sctp/src/test/java/io/netty/testsuite/transport/AbstractSocketServerBootstrapTest.java;1
netty;373c3560674bc8d2a84d4d4f727e276836752b55;fd0b0a4e2be5ccaeff5ea0a6c1c995c114f09a10;4eac8f6b70;76c841bd4e;transport-sctp/src/test/java/io/netty/testsuite/transport/AbstractSocketStringEchoTest.java;1
netty;373c3560674bc8d2a84d4d4f727e276836752b55;fd0b0a4e2be5ccaeff5ea0a6c1c995c114f09a10;4eac8f6b70;76c841bd4e;transport-sctp/src/test/java/io/netty/testsuite/transport/AbstractSocketFixedLengthEchoTest.java;1
netty;0d66a36a1480746af742ff2b87025a5abc3c7609;2b9df060dd916abb7774b65ce43e2d60fde0052e;40771f6faf;2984f26f97;transport/src/main/java/io/netty/channel/socket/nio/SelectorUtil.java;1
