project; merge commit ;ancestorSHA; left; right; hasIniatializationBlock;  qtd_static
Activiti;91ae935eb992cf012f208f3cbc662ccd8f37b781;29e3052f1a5afb2867a3cbee0910167e4f8c6806;06241cad60;bb29ee360c;modules/activiti-engine/src/test/java/org/activiti/engine/test/history/ProcessInstanceLogQueryAndByteArrayTypeVariableTest.java;1
Activiti;a0f41e550844c36d42463956e2b5c0d6bac23462;a8e02a1276ace42646834dbb030b61e4b63905f3;2393a16ffd;4b8457ed11;modules/activiti-rest/src/test/java/org/activiti/rest/service/BaseSpringRestTestCase.java;2
Activiti;66364ce4321df5411c72f53269e4d9cc318cd140;6367b8cd126631b19398e45b3e620e8203aaa5d6;1187d8ae12;702d550e1c;modules/activiti-engine/src/main/java/org/activiti/engine/impl/db/DbSqlSession.java;2
Activiti;1187d8ae123dae3899a052d9d8170eea783bb5df;60cdd25b18e7c21422df10a40d89fa5791cecf6a;4bcb829d53;6367b8cd12;modules/activiti-engine/src/main/java/org/activiti/engine/impl/db/DbSqlSession.java;1
Activiti;78c87cca2236d7cc61570eb5d473a1a36f35ec0e;715113fb25e3eaa18df0fdaf2df54211bf691fbe;60337c5ee9;d5ce0814dc;modules/activiti-engine/src/main/java/org/activiti/engine/impl/db/DbSqlSessionFactory.java;2
Activiti;c437978f39d2622b89b3edab2d272e4e84f15640;19fad051eb349eee9abd570bd44c86c8473c4983;eff69bf0c1;321b334298;modules/activiti-engine/src/main/java/org/activiti/engine/impl/db/DbSqlSession.java;1
Activiti;1894c058e3bcf1c7c813b6d2f1a83d2307285187;155b5085260a5ef84a87b7e522e0a3a6b82d5eac;b084b97d40;19d2642dcd;modules/activiti-bpmn-converter/src/main/java/org/activiti/bpmn/converter/BpmnXMLConverter.java;1
Activiti;36f30cfa5599552a66aa797f08523bbb8aa8f4e0;d063efccb3efc0530efb19f80018627c2ebebd26;623fe34c48;ad0c9e10d3;modules/activiti-engine/src/main/java/org/activiti/engine/impl/db/DbSqlSessionFactory.java;2
Activiti;b0a0bccddb782936d5fe486df2c009e0db49cb4b;915ceb09ad665e83389dcb0a932086988101cb77;75236c2a76;155b508526;modules/activiti-json-converter/src/main/java/org/activiti/editor/language/json/converter/BpmnJsonConverter.java;2
Activiti;a81b29413f27a75c4525852b9f6a71a2d46c9ba5;c8ebab58ed00d77805de59807aa47bd993a6ce1e;605d67c635;cc97813395;modules/activiti-bpmn-converter/src/main/java/org/activiti/bpmn/converter/util/BpmnXMLUtil.java;1
Activiti;4e5a6b58f5783a33db07e2914e4524b109fd3d72;5c41140ab22bf562a88861174384a1a71b0f6413;e362debb2d;20d7ac1351;modules/activiti-rest/src/main/java/org/activiti/rest/service/api/repository/ProcessDefinitionCollectionResource.java;2
Activiti;6675bbeef23ca2343e399b16e75355bda91f8f1d;2fe6ea9b7c43faab1d9ba431ce65a582cdcf603b;677e1e0da2;5dd3e6b210;modules/activiti-engine/src/main/java/org/activiti/engine/impl/db/DbSqlSession.java;2
Activiti;cb0c065bd2d1c858951b0d28ee993ae73c888e95;6bddf067becce1c34ef21160a1954d9984452478;59356bb103;117f2bc602;modules/activiti-engine/src/main/java/org/activiti/engine/impl/db/DbSqlSession.java;1
Activiti;14b7afa5bbc302517647aaa1493265e15e90d4cb;cc7d88cec9b1f5a4ae50d7bdbb7f164f56d829f4;2ebd2c9a74;7078dfe2be;modules/activiti-engine/src/main/java/org/activiti/engine/impl/db/DbSqlSessionFactory.java;1
Activiti;bdcbc9661e6d9efad9771f8c90b5217166596d27;3e371d9048ef78f4513c7bb145de083c037c322c;d45f48b7bd;bbc3ad78fe;modules/activiti-engine/src/main/java/org/activiti/engine/impl/calendar/CronExpression.java;1
Activiti;0c4697b1495ae377850574d9449242136502629c;b6d721fdfcdda4f1f2578da27e68f6ff50d0cc33;d56eb632a6;4e56d61e33;modules/activiti-engine/src/main/java/org/activiti/engine/impl/bpmn/diagram/ProcessDiagramGenerator.java;2
Activiti;d02071e076f49620f0bc201db569704ce478a4a5;d3c650c1f0f246aaa4ea8a6ffb0746a200b7a3ba;d2fa90894b;8becf95e6c;modules/activiti-rest/src/main/java/org/activiti/rest/api/history/HistoricProcessInstanceBaseResource.java;1
Activiti;4421b3ce469e8e69867e84e6fe4cd15c1283f090;115e2eb8b104b8cb65031ad430c703f2681a5033;b2b6720bb0;fde120ffb4;modules/activiti-engine/src/main/java/org/activiti/engine/impl/persistence/entity/TableDataManager.java;2
Activiti;c16df687699e6631f5b2fdbb4c718c2cfb0bd369;e6bc4b1dc5112d08c5d1176abadb8f1d722763a1;ed83eee203;b015b62e22;modules/activiti-bpmn-converter/src/main/java/org/activiti/bpmn/converter/BaseBpmnXMLConverter.java;1
