project; merge commit ;ancestorSHA; left; right; pathFilesWithIniTBlock;  qtd_static
cgeo;497f9178544d05e3e3efc00b1bda6ac891f3270e;320e6c327e3e371ae1f15cd333f4a2d51a2788c3;8c6e220fd;8f587890c;main/src/cgeo/geocaching/settings/Settings.java;1
cgeo;16d8f4fa9418a00a84ae0a6bb0a955755f4fb4a8;3641560c19dbb617b6c7e9f8b45e99b4e74070e3;758715519;c7b8ec007;main/src/cgeo/geocaching/settings/Settings.java;1
cgeo;e116e23c2d3a04544f56bdde57212015e554b131;469786311b169e96dce8dba9cd6656d7034e314e;e7a11e413;71ba88cea;main/src/cgeo/geocaching/utils/calc/Calculator.java;1
cgeo;e116e23c2d3a04544f56bdde57212015e554b131;469786311b169e96dce8dba9cd6656d7034e314e;e7a11e413;71ba88cea;main/src/cgeo/geocaching/enumerations/CacheType.java;1
cgeo;e116e23c2d3a04544f56bdde57212015e554b131;469786311b169e96dce8dba9cd6656d7034e314e;e7a11e413;71ba88cea;main/src/cgeo/geocaching/settings/Settings.java;1
cgeo;e116e23c2d3a04544f56bdde57212015e554b131;469786311b169e96dce8dba9cd6656d7034e314e;e7a11e413;71ba88cea;main/src/cgeo/geocaching/log/LogType.java;1
cgeo;a4d8654ae18ae3d94bd61c23805c8ee94c0221e7;e92f815f489e79d310143b358f3d55e864540540;6fe036f25;def3018a0;main/src/cgeo/geocaching/settings/Settings.java;1
cgeo;4b77a9beaa83c6a5e313c51d6eba97bd19f3fe93;3f5264278604cd68fc501362eea2adafec5c3b65;03ae59cb2;f2a1da5c6;main/src/cgeo/geocaching/enumerations/CacheSize.java;1
cgeo;c74aaa23b400023554e157dfc1e9612a7ab03e6b;2a2fca096213c60bc8cf8e3d6d3ad2d2bb254da9;05029934b;3f5264278;main/src/cgeo/geocaching/settings/Settings.java;1
cgeo;05029934b465fb85c47cc99d854a75edfc9c317f;8d63ddf3d016c84bfd582baf2a6d85015a65ad3a;5559f9780;2a2fca096;main/src/cgeo/geocaching/settings/Settings.java;1
cgeo;f8e864188155af17fc8e28e745b67f0b46d6e24e;ce5d31c44dda487ae49e25902c38ca668837e959;db3007190;1aaff857a;main/src/cgeo/geocaching/maps/mapsforge/v6/RenderThemeHelper.java;1
